年份,年龄组,年龄带,性别,人数,人数_万人,情景,真实或假设,来源或假设
2052,60-64,劳动年龄15-64,男,257117.6,25.7118,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2052,65-69,退休65+,男,248455.0,24.8455,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2052,70-74,退休65+,男,227404.9,22.7405,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2052,75-79,退休65+,男,211824.0,21.1824,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2052,80-84,退休65+,男,180731.6,18.0732,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2052,85+,退休65+,男,350671.8,35.0672,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,0-4,少儿0-14,女,62442.1,6.2442,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,10-14,少儿0-14,女,72464.4,7.2464,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,15-19,劳动年龄15-64,女,77766.3,7.7766,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,20-24,劳动年龄15-64,女,89063.2,8.9063,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,25-29,劳动年龄15-64,女,104483.9,10.4484,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,30-34,劳动年龄15-64,女,138774.6,13.8775,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,35-39,劳动年龄15-64,女,176466.1,17.6466,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,40-44,劳动年龄15-64,女,191327.2,19.1327,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,45-49,劳动年龄15-64,女,193359.0,19.3359,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,5-9,少儿0-14,女,70316.2,7.0316,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,50-54,劳动年龄15-64,女,208368.3,20.8368,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,55-59,劳动年龄15-64,女,243193.5,24.3194,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,60-64,劳动年龄15-64,女,269495.2,26.9495,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,65-69,退休65+,女,284325.5,28.4325,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,70-74,退休65+,女,290220.7,29.0221,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,75-79,退休65+,女,289977.0,28.9977,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,80-84,退休65+,女,273415.9,27.3416,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,85+,退休65+,女,581429.9,58.143,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,0-4,少儿0-14,男,65994.4,6.5994,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,10-14,少儿0-14,男,75940.4,7.594,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,15-19,劳动年龄15-64,男,80694.2,8.0694,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,20-24,劳动年龄15-64,男,91412.7,9.1413,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,25-29,劳动年龄15-64,男,107690.7,10.7691,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,30-34,劳动年龄15-64,男,143425.9,14.3426,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,35-39,劳动年龄15-64,男,182393.6,18.2394,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,40-44,劳动年龄15-64,男,197006.8,19.7007,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,45-49,劳动年龄15-64,男,193496.7,19.3497,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,5-9,少儿0-14,男,74003.0,7.4003,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,50-54,劳动年龄15-64,男,209408.4,20.9408,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,55-59,劳动年龄15-64,男,242346.7,24.2347,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,60-64,劳动年龄15-64,男,256526.7,25.6527,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,65-69,退休65+,男,249257.6,24.9258,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,70-74,退休65+,男,229550.4,22.955,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,75-79,退休65+,男,211175.9,21.1176,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,80-84,退休65+,男,181587.9,18.1588,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2053,85+,退休65+,男,352946.9,35.2947,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,0-4,少儿0-14,女,60710.3,6.071,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,10-14,少儿0-14,女,72507.6,7.2508,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,15-19,劳动年龄15-64,女,77355.2,7.7355,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,20-24,劳动年龄15-64,女,87860.5,8.786,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,25-29,劳动年龄15-64,女,102761.0,10.2761,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,30-34,劳动年龄15-64,女,130488.9,13.0489,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,35-39,劳动年龄15-64,女,171669.0,17.1669,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,40-44,劳动年龄15-64,女,191976.8,19.1977,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,45-49,劳动年龄15-64,女,193569.4,19.3569,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,5-9,少儿0-14,女,69615.2,6.9615,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,50-54,劳动年龄15-64,女,204359.7,20.436,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,55-59,劳动年龄15-64,女,235162.2,23.5162,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,60-64,劳动年龄15-64,女,266531.1,26.6531,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,65-69,退休65+,女,280635.6,28.0636,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,70-74,退休65+,女,288574.8,28.8575,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,75-79,退休65+,女,287638.0,28.7638,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,80-84,退休65+,女,273325.4,27.3325,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,85+,退休65+,女,593897.3,59.3897,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,0-4,少儿0-14,男,64163.8,6.4164,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,10-14,少儿0-14,男,76013.6,7.6014,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,15-19,劳动年龄15-64,男,80309.3,8.0309,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,20-24,劳动年龄15-64,男,90204.4,9.0204,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,25-29,劳动年龄15-64,男,105501.6,10.5502,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,30-34,劳动年龄15-64,男,134764.9,13.4765,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,35-39,劳动年龄15-64,男,177180.7,17.7181,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,40-44,劳动年龄15-64,男,197713.9,19.7714,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,45-49,劳动年龄15-64,男,195213.8,19.5214,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,5-9,少儿0-14,男,73273.6,7.3274,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,50-54,劳动年龄15-64,男,203680.9,20.3681,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,55-59,劳动年龄15-64,男,235424.3,23.5424,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,60-64,劳动年龄15-64,男,255938.3,25.5938,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,65-69,退休65+,男,250097.8,25.0098,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,70-74,退休65+,男,231796.2,23.1796,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,75-79,退休65+,男,210570.1,21.057,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,80-84,退休65+,男,182495.2,18.2495,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2054,85+,退休65+,男,355307.2,35.5307,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,0-4,少儿0-14,女,58894.6,5.8895,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,10-14,少儿0-14,女,72505.4,7.2505,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,15-19,劳动年龄15-64,女,77083.8,7.7084,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,20-24,劳动年龄15-64,女,86768.5,8.6768,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,25-29,劳动年龄15-64,女,100782.9,10.0783,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,30-34,劳动年龄15-64,女,122181.7,12.2182,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,35-39,劳动年龄15-64,女,166772.6,16.6773,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,40-44,劳动年龄15-64,女,192293.1,19.2293,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,45-49,劳动年龄15-64,女,193748.1,19.3748,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,5-9,少儿0-14,女,68608.0,6.8608,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,50-54,劳动年龄15-64,女,200310.2,20.031,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,55-59,劳动年龄15-64,女,227096.2,22.7096,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,60-64,劳动年龄15-64,女,263556.8,26.3557,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
