年份,情景,提取理由,提取人数或宗数_万,占该类金额比例,人均或单笔金额_港元,年提取金额_亿港元,真实或假设,来源或假设
2034,中,小额结余,,0.12,,3.24,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2034,中,丧失行为能力/绝密等,,0.08,,2.16,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2034,中,合计_总提取,11.3619,1.0,174105.0,224.79,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2035,中,退休_一笔过,10.7948,0.947,181070.0,195.46,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2035,中,退休_分期或其他形式,0.6041,0.053,181070.0,10.94,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2035,中,永久离港,,0.45,,12.67,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,中,提早退休,,0.2,,5.63,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,中,死亡,,0.15,,4.22,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,中,小额结余,,0.12,,3.38,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,中,丧失行为能力/绝密等,,0.08,,2.25,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2035,中,合计_总提取,11.399,1.0,181070.0,234.55,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2036,中,退休_一笔过,10.8352,0.947,188312.0,204.04,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2036,中,退休_分期或其他形式,0.6064,0.053,188312.0,11.42,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2036,中,永久离港,,0.45,,13.22,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,中,提早退休,,0.2,,5.88,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,中,死亡,,0.15,,4.41,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,中,小额结余,,0.12,,3.53,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,中,丧失行为能力/绝密等,,0.08,,2.35,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2036,中,合计_总提取,11.4416,1.0,188312.0,244.84,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2037,中,退休_一笔过,10.7941,0.947,195845.0,211.4,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2037,中,退休_分期或其他形式,0.6041,0.053,195845.0,11.83,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2037,中,永久离港,,0.45,,13.7,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,中,提早退休,,0.2,,6.09,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,中,死亡,,0.15,,4.57,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,中,小额结余,,0.12,,3.65,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,中,丧失行为能力/绝密等,,0.08,,2.44,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2037,中,合计_总提取,11.3982,1.0,195845.0,253.67,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2038,中,退休_一笔过,10.7523,0.947,203679.0,219.0,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2038,中,退休_分期或其他形式,0.6018,0.053,203679.0,12.26,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2038,中,永久离港,,0.45,,14.19,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,中,提早退休,,0.2,,6.31,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,中,死亡,,0.15,,4.73,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,中,小额结余,,0.12,,3.78,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,中,丧失行为能力/绝密等,,0.08,,2.52,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2038,中,合计_总提取,11.354,1.0,203679.0,262.79,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2039,中,退休_一笔过,10.7099,0.947,211826.0,226.86,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2039,中,退休_分期或其他形式,0.5994,0.053,211826.0,12.7,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2039,中,永久离港,,0.45,,14.7,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,中,提早退休,,0.2,,6.53,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,中,死亡,,0.15,,4.9,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,中,小额结余,,0.12,,3.92,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,中,丧失行为能力/绝密等,,0.08,,2.61,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2039,中,合计_总提取,11.3092,1.0,211826.0,272.23,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2040,中,退休_一笔过,10.6668,0.947,220299.0,234.99,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2040,中,退休_分期或其他形式,0.597,0.053,220299.0,13.15,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2040,中,永久离港,,0.45,,15.23,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,中,提早退休,,0.2,,6.77,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,中,死亡,,0.15,,5.08,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,中,小额结余,,0.12,,4.06,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,中,丧失行为能力/绝密等,,0.08,,2.71,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2040,中,合计_总提取,11.2638,1.0,220299.0,281.98,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2041,中,退休_一笔过,10.6231,0.947,229111.0,243.39,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2041,中,退休_分期或其他形式,0.5945,0.053,229111.0,13.62,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2041,中,永久离港,,0.45,,15.77,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,中,提早退休,,0.2,,7.01,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,中,死亡,,0.15,,5.26,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,中,小额结余,,0.12,,4.21,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,中,丧失行为能力/绝密等,,0.08,,2.8,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2041,中,合计_总提取,11.2176,1.0,229111.0,292.05,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2042,中,退休_一笔过,10.6481,0.947,238275.0,253.72,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2042,中,退休_分期或其他形式,0.5959,0.053,238275.0,14.2,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2042,中,永久离港,,0.45,,16.44,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,中,提早退休,,0.2,,7.31,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,中,死亡,,0.15,,5.48,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,中,小额结余,,0.12,,4.38,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,中,丧失行为能力/绝密等,,0.08,,2.92,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2042,中,合计_总提取,11.244,1.0,238275.0,304.45,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2043,中,退休_一笔过,10.6784,0.947,247806.0,264.62,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2043,中,退休_分期或其他形式,0.5976,0.053,247806.0,14.81,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2043,中,永久离港,,0.45,,17.15,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2043,中,提早退休,,0.2,,7.62,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2043,中,死亡,,0.15,,5.72,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2043,中,小额结余,,0.12,,4.57,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2043,中,丧失行为能力/绝密等,,0.08,,3.05,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2043,中,合计_总提取,11.276,1.0,247806.0,317.53,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2044,中,退休_一笔过,10.7142,0.947,257719.0,276.12,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2044,中,退休_分期或其他形式,0.5996,0.053,257719.0,15.45,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2044,中,永久离港,,0.45,,17.89,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,中,提早退休,,0.2,,7.95,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,中,死亡,,0.15,,5.96,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,中,小额结余,,0.12,,4.77,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,中,丧失行为能力/绝密等,,0.08,,3.18,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2044,中,合计_总提取,11.3138,1.0,257719.0,331.34,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2045,中,退休_一笔过,10.7558,0.947,268027.0,288.29,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2045,中,退休_分期或其他形式,0.602,0.053,268027.0,16.13,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2045,中,永久离港,,0.45,,18.68,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,中,提早退休,,0.2,,8.3,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,中,死亡,,0.15,,6.23,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,中,小额结余,,0.12,,4.98,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,中,丧失行为能力/绝密等,,0.08,,3.32,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2045,中,合计_总提取,11.3578,1.0,268027.0,345.93,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2046,中,退休_一笔过,10.8036,0.947,278748.0,301.15,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2046,中,退休_分期或其他形式,0.6046,0.053,278748.0,16.85,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2046,中,永久离港,,0.45,,19.51,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,中,提早退休,,0.2,,8.67,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,中,死亡,,0.15,,6.5,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,中,小额结余,,0.12,,5.2,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,中,丧失行为能力/绝密等,,0.08,,3.47,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2046,中,合计_总提取,11.4083,1.0,278748.0,361.37,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2047,中,退休_一笔过,10.7725,0.947,289898.0,312.29,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2047,中,退休_分期或其他形式,0.6029,0.053,289898.0,17.48,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2047,中,永久离港,,0.45,,20.24,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,中,提早退休,,0.2,,8.99,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,中,死亡,,0.15,,6.75,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,中,小额结余,,0.12,,5.4,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,中,丧失行为能力/绝密等,,0.08,,3.6,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2047,中,合计_总提取,11.3754,1.0,289898.0,374.74,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2048,中,退休_一笔过,10.7429,0.947,301494.0,323.89,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2048,中,退休_分期或其他形式,0.6012,0.053,301494.0,18.13,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2048,中,永久离港,,0.45,,20.99,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,中,提早退休,,0.2,,9.33,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,中,死亡,,0.15,,7.0,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,中,小额结余,,0.12,,5.6,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,中,丧失行为能力/绝密等,,0.08,,3.73,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2048,中,合计_总提取,11.3441,1.0,301494.0,388.66,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2049,中,退休_一笔过,10.7148,0.947,313554.0,335.97,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2049,中,退休_分期或其他形式,0.5997,0.053,313554.0,18.8,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2049,中,永久离港,,0.45,,21.77,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,中,提早退休,,0.2,,9.68,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,中,死亡,,0.15,,7.26,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,中,小额结余,,0.12,,5.81,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,中,丧失行为能力/绝密等,,0.08,,3.87,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2049,中,合计_总提取,11.3144,1.0,313554.0,403.15,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2050,中,退休_一笔过,10.6881,0.947,326096.0,348.54,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2050,中,退休_分期或其他形式,0.5982,0.053,326096.0,19.51,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2050,中,永久离港,,0.45,,22.58,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,中,提早退休,,0.2,,10.04,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,中,死亡,,0.15,,7.53,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,中,小额结余,,0.12,,6.02,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,中,丧失行为能力/绝密等,,0.08,,4.02,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2050,中,合计_总提取,11.2863,1.0,326096.0,418.23,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2051,中,退休_一笔过,10.663,0.947,339140.0,361.62,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2051,中,退休_分期或其他形式,0.5968,0.053,339140.0,20.24,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2051,中,永久离港,,0.45,,23.43,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,中,提早退休,,0.2,,10.41,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,中,死亡,,0.15,,7.81,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,中,小额结余,,0.12,,6.25,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,中,丧失行为能力/绝密等,,0.08,,4.17,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2051,中,合计_总提取,11.2598,1.0,339140.0,433.94,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2052,中,退休_一笔过,10.622,0.947,352706.0,374.64,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2052,中,退休_分期或其他形式,0.5945,0.053,352706.0,20.97,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2052,中,永久离港,,0.45,,24.28,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,中,提早退休,,0.2,,10.79,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,中,死亡,,0.15,,8.09,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,中,小额结余,,0.12,,6.47,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,中,丧失行为能力/绝密等,,0.08,,4.32,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2052,中,合计_总提取,11.2165,1.0,352706.0,449.56,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2053,中,退休_一笔过,10.5816,0.947,366814.0,388.15,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2053,中,退休_分期或其他形式,0.5922,0.053,366814.0,21.72,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2053,中,永久离港,,0.45,,25.15,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,中,提早退休,,0.2,,11.18,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,中,死亡,,0.15,,8.38,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,中,小额结余,,0.12,,6.71,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,中,丧失行为能力/绝密等,,0.08,,4.47,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2053,中,合计_总提取,11.1738,1.0,366814.0,465.76,混合,[混合] 资产锚点2025年底15500.0亿、2026年中16700.0亿；账户约1120.0万[真实数据]；Q4单季退休提取56.79亿[真实数据]
2054,中,退休_一笔过,10.541,0.947,381487.0,402.13,混合,"[混合] 一笔过占比94.7%对齐2025Q4[真实数据]；2025全年退休15.38万宗/195.66亿，单笔≈127,217港元[真实数据]；人数=Pop(60-64)/5[假设]；单笔按名义增速外推[假设]"
2054,中,退休_分期或其他形式,0.5899,0.053,381487.0,22.51,混合,[假设] 补齐至100%；非一笔过约占5.3%（2025Q4结构残余）
2054,中,永久离港,,0.45,,26.06,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
2054,中,提早退休,,0.2,,11.58,假设,[假设] 其他提取合计约占总提取12%（10-15%经验带）；内部结构为研究拆分；永久离港为香港特有漏损变量
