年份,年龄组,性别,人数,情景,来源或假设
2038,65-69,男,243698.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2038,65-69,女,319746.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2038,70-74,男,247939.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2038,70-74,女,323614.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2038,75-79,男,246864.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2038,75-79,女,301879.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2038,80-84,男,193998.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2038,80-84,女,240666.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2038,85+,男,205288.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2038,85+,女,294472.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,0-4,男,84262.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,0-4,女,79888.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,5-9,男,87850.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,5-9,女,83899.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,10-14,男,93070.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,10-14,女,88443.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,15-19,男,116663.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,15-19,女,110598.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,20-24,男,163059.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,20-24,女,155848.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,25-29,男,186745.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,25-29,女,179251.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,30-34,男,186760.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,30-34,女,183117.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,35-39,男,199505.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,35-39,女,197569.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,40-44,男,237916.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,40-44,女,233527.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,45-49,男,263689.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,45-49,女,268158.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,50-54,男,263818.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,50-54,女,286189.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,55-59,男,255646.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,55-59,女,302154.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,60-64,男,250387.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,60-64,女,315074.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,65-69,男,245039.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,65-69,女,320088.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,70-74,男,241772.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,70-74,女,320028.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,75-79,男,244478.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,75-79,女,307378.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,80-84,男,201971.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,80-84,女,250415.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,85+,男,218164.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2039,85+,女,314246.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,0-4,男,84778.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,0-4,女,80364.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,5-9,男,87539.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,5-9,女,83604.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,10-14,男,93282.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,10-14,女,89094.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,15-19,男,108940.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,15-19,女,103355.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,20-24,男,158785.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,20-24,女,152090.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,25-29,男,188534.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,25-29,女,181077.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,30-34,男,190142.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,30-34,女,185127.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,35-39,男,195217.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,35-39,女,195221.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,40-44,男,232149.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,40-44,女,226895.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,45-49,男,264380.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,45-49,女,266612.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,50-54,男,265936.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,50-54,女,283781.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,55-59,男,259111.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,55-59,女,301638.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,60-64,男,250031.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,60-64,女,313156.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,65-69,男,246419.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,65-69,女,320451.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,70-74,男,235864.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,70-74,女,316596.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,75-79,男,242528.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,75-79,女,313085.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,80-84,男,209628.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,80-84,女,259983.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,85+,男,229628.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2040,85+,女,332533.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,0-4,男,85419.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,0-4,女,80957.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,5-9,男,87331.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,5-9,女,83398.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,10-14,男,93184.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,10-14,女,89425.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,15-19,男,101145.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,15-19,女,96041.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,20-24,男,154306.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,20-24,女,148110.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,25-29,男,189796.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,25-29,女,182326.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,30-34,男,193406.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,30-34,女,187010.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,35-39,男,190819.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,35-39,女,192746.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,40-44,男,226281.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,40-44,女,220142.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,45-49,男,264979.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,45-49,女,264965.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,50-54,男,268047.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,50-54,女,281353.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,55-59,男,262732.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,55-59,女,301295.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,60-64,男,249670.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,60-64,女,311208.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,65-69,男,247817.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,65-69,女,320813.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,70-74,男,230210.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,70-74,女,313317.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,75-79,男,241007.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,75-79,女,319005.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,80-84,男,216985.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,80-84,女,269374.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,85+,男,239822.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2041,85+,女,349459.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,0-4,男,86169.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,0-4,女,81651.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,5-9,男,87229.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,5-9,女,83284.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,10-14,男,92433.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,10-14,女,88718.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,15-19,男,101853.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,15-19,女,97182.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,20-24,男,146416.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,20-24,女,140667.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,25-29,男,185543.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,25-29,女,178590.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,30-34,男,196076.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,30-34,女,189801.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,35-39,男,193951.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,35-39,女,194487.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,40-44,男,221746.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,40-44,女,217535.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,45-49,男,259090.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,45-49,女,258209.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,50-54,男,268554.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,50-54,女,279608.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,55-59,男,264504.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,55-59,女,298582.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,60-64,男,252341.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,60-64,女,309860.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,65-69,男,247353.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,65-69,女,318820.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,70-74,男,231372.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,70-74,女,313482.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,75-79,男,234896.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,75-79,女,315239.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,80-84,男,214300.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,80-84,女,274261.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,85+,男,257267.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2042,85+,女,374845.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,0-4,男,86840.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,0-4,女,82273.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,5-9,男,87297.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,5-9,女,83325.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,10-14,男,91775.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,10-14,女,88091.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,15-19,男,102257.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,15-19,女,98010.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,20-24,男,138349.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,20-24,女,133039.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,25-29,男,181086.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,25-29,女,174631.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,30-34,男,198270.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,30-34,女,192071.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,35-39,男,196965.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,35-39,女,196102.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,40-44,男,217102.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,40-44,女,214800.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,45-49,男,253106.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,45-49,女,251337.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,50-54,男,269024.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,50-54,女,277822.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,55-59,男,266271.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,55-59,女,295852.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,60-64,男,255138.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,60-64,女,308661.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,65-69,男,246891.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,65-69,女,316802.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,70-74,男,232610.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,70-74,女,313716.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,75-79,男,229077.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,75-79,女,311642.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,80-84,男,212041.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,80-84,女,279259.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,85+,男,273056.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2043,85+,女,398490.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,0-4,男,87423.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,0-4,女,82810.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,5-9,男,87523.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,5-9,女,83510.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,10-14,男,91214.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,10-14,女,87547.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,15-19,男,102356.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,15-19,女,98524.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,20-24,男,130142.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,20-24,女,125262.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,25-29,男,176426.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,25-29,女,170451.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,30-34,男,199972.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,30-34,女,193804.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,35-39,男,199863.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,35-39,女,197590.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,40-44,男,212352.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,40-44,女,211939.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,45-49,男,247029.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,45-49,女,244350.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,50-54,男,269439.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,50-54,女,275976.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,55-59,男,268032.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,55-59,女,293105.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,60-64,男,258070.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,60-64,女,307621.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,65-69,男,246430.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,65-69,女,314759.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,70-74,男,233904.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,70-74,女,313996.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,75-79,男,223540.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,75-79,女,308212.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,80-84,男,210191.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,80-84,女,284374.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,85+,男,287349.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2044,85+,女,420538.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,0-4,男,87904.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,0-4,女,83252.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,5-9,男,87890.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,5-9,女,83824.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,10-14,男,90753.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,10-14,女,87091.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,15-19,男,102147.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,15-19,女,98720.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,20-24,男,121828.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,20-24,女,117376.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,25-29,男,171561.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,25-29,女,166048.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,30-34,男,201163.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,30-34,女,194981.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,35-39,男,202643.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,35-39,女,198951.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,40-44,男,207493.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,40-44,女,208951.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,45-49,男,240856.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,45-49,女,237245.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,50-54,男,269781.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,50-54,女,274051.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,55-59,男,269788.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,55-59,女,290341.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,60-64,男,261144.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,60-64,女,306746.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,65-69,男,245969.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,65-69,女,312691.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,70-74,男,235233.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,70-74,女,314299.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,75-79,男,218276.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,75-79,女,304946.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,80-84,男,208735.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,80-84,女,289615.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,85+,男,300293.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2045,85+,女,441122.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,0-4,男,88271.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,0-4,女,83586.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,5-9,男,88383.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,5-9,女,84256.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,10-14,男,90396.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,10-14,女,86723.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,15-19,男,101631.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,15-19,女,98597.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,20-24,男,113445.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,20-24,女,109418.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,25-29,男,166492.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,25-29,女,161423.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,30-34,男,201828.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,30-34,女,195582.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,35-39,男,205306.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,35-39,女,200186.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,40-44,男,202526.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,40-44,女,205836.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,45-49,男,234589.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,45-49,女,230025.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,50-54,男,270034.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,50-54,女,272026.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,55-59,男,271539.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,55-59,女,287559.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,60-64,男,264367.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,60-64,女,306046.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,65-69,男,245507.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,65-69,女,310596.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,70-74,男,236578.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,70-74,女,314604.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,75-79,男,213275.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,75-79,女,301842.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,80-84,男,207658.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,80-84,女,294989.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,85+,男,312017.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2046,85+,女,460363.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,0-4,男,88512.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,0-4,女,83800.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,5-9,男,88982.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,5-9,女,84789.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,10-14,男,90144.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,10-14,女,86447.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,15-19,男,100461.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,15-19,女,97436.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,20-24,男,113553.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,20-24,女,109909.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,25-29,男,158014.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,25-29,女,153338.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,30-34,男,196987.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,30-34,女,191201.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,35-39,男,207377.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,35-39,女,202327.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,40-44,男,205057.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,40-44,女,206929.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,45-49,男,229625.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,45-49,女,226924.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,50-54,男,263842.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,50-54,女,264905.2,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,55-59,男,271703.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,55-59,女,285442.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,60-64,男,265787.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,60-64,女,302982.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,65-69,男,247969.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,65-69,女,309074.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,70-74,男,236147.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,70-74,女,312590.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,75-79,男,214424.7,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,75-79,女,301975.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,80-84,男,202313.0,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,80-84,女,291498.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,85+,男,321562.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2047,85+,女,483096.9,中,队列成分法推算；基准人口=表110-01001A中2026年中
2048,0-4,男,88340.3,中,队列成分法推算；基准人口=表110-01001A中2026年中
2048,0-4,女,83627.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2048,5-9,男,89523.8,中,队列成分法推算；基准人口=表110-01001A中2026年中
2048,5-9,女,85269.1,中,队列成分法推算；基准人口=表110-01001A中2026年中
2048,10-14,男,90082.4,中,队列成分法推算；基准人口=表110-01001A中2026年中
2048,10-14,女,86346.6,中,队列成分法推算；基准人口=表110-01001A中2026年中
2048,15-19,男,99457.5,中,队列成分法推算；基准人口=表110-01001A中2026年中
